1,4,5,7,11,15,16,17,18,19,20,21,22
7.007378578,18.66898155,4.307870388,501.840271,58.53588104,66.26157379,243.0555573,17.05729103,1.138130765,5.164381833,1.608872542,6.24030111,-1.075919277
7.009548664,20.06944466,4.319444656,500.15625,58.42013931,62.28298569,227.1990814,16.82291603,1.14809577,5.235040467,1.606944646,5.846997776,-0.611957309
7.009548664,16.93287086,4.319444656,500.5772705,58.9120369,58.01504517,256.3657532,17.36979103,1.126441719,4.889892729,1.615160696,5.520271163,-0.630378434
7.007378578,16.06481552,4.305555344,500.15625,60.99536896,55.70022964,283.680542,18.17708397,1.12087295,5.108126918,1.65061256,5.607883641,-0.499756722
7.009548664,16.44676018,4.307870388,500.9982605,60.32986069,59.89583206,255.6712952,18.359375,1.123300562,4.72343896,1.639172567,5.92316188,-1.19972292
7.005208492,16.46990776,4.300925732,500.5772705,59.72222137,58.95544052,164.4675903,18.41145897,1.12344883,3.04316004,1.628821703,5.734999562,-2.691839521
7.005208492,16.20370293,4.275463104,500.9982605,59.20138931,60.04050827,133.9120331,18.30729103,1.12175159,2.434056024,1.620021257,5.758335595,-3.324279571
7.007378578,16.30787086,4.287036896,500.5772705,59.28819275,59.31713104,132.7546234,17.13541603,1.122413674,2.429964157,1.62148337,5.702441632,-3.272477475
7.007378578,15.42824078,4.284722328,500.9982605,59.02777863,60.76388931,28.24073982,16.22395897,1.11690602,0.486641463,1.617102482,5.800154306,-5.313512842
6.994357586,14.78009224,4.28935194,500.5772705,58.85416794,58.73842621,64.93055725,16.74479103,1.112968541,1.068093233,1.614191061,5.580260435,-4.512167202
7.007378578,14.56018543,4.300925732,500.9982605,59.23032379,59.75115585,-0.462962955,16.84895897,1.111655901,-0.00749348,1.620508424,5.735109452,-5.742602931
7.009548664,14.47916698,4.20370388,501.840271,59.46180725,59.89583206,16.43518448,16.90104103,1.11117527,0.264423913,1.62441324,5.785371178,-5.520947266
7.007378578,14.16666698,4.192129612,501.419281,58.9120369,59.10011673,11.22685146,16.92708397,1.109336407,0.176436701,1.615160696,5.623518333,-5.447081633
7.007378578,14.5370369,4.20370388,501.419281,58.76736069,60.69155121,26.62037086,16.74479103,1.111518412,0.430136855,1.612738075,5.752124317,-5.321987462
7.007378578,15.02314854,4.206018448,500.9982605,58.50694275,61.27025604,21.875,16.484375,1.114433089,0.366237678,1.608390214,5.765653277,-5.3994156
